,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
1243,668.0,758.0,,,78,0.5,2024-02-16 17:57:19.957504,2024-02-16 17:57:24.127985,0 days 00:00:04.170481,True,absolute_error,0.0650270105279411,35,0.0563331754892951,16,0.0733250057618579,2,12,RandomForest,68,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1224,821.0,806.0,,,126,0.5,2024-02-16 18:01:47.087702,2024-02-16 18:01:52.723286,0 days 00:00:05.635584,True,absolute_error,0.0453399154995708,16,0.2173842082966742,10,0.0844557310404214,4,10,RandomForest,106,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1289,675.0,770.0,,,90,0.5,2024-02-16 17:58:24.922926,2024-02-16 17:58:30.591787,0 days 00:00:05.668861,True,absolute_error,0.0556196504213375,24,0.2104422420566135,27,0.0722445772154483,12,5,RandomForest,113,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1288,728.0,516.0,328.0,,28,0.5,2024-02-16 10:38:41.569716,2024-02-16 10:38:59.314204,0 days 00:00:17.744488,False,absolute_error,0.02407238594018,22,0.6694112060863973,42,0.0686087883516378,11,12,RandomForest,177,False,False,COMPLETE,,
1287,729.0,501.0,224.0,46.0,46,0.5,2024-02-15 23:26:17.746070,2024-02-15 23:26:23.659619,0 days 00:00:05.913549,True,absolute_error,0.0439266046618799,8,0.257216157047082,35,0.0705292397190658,19,14,RandomForest,118,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1286,730.0,502.0,223.0,69.0,69,0.5,2024-02-15 23:29:21.054871,2024-02-15 23:29:28.938356,0 days 00:00:07.883485,False,absolute_error,0.0391695286492093,40,0.7177715136530368,27,0.0841088693178613,10,8,RandomForest,142,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1285,731.0,503.0,222.0,68.0,68,0.5,2024-02-15 23:29:12.762810,2024-02-15 23:29:21.038098,0 days 00:00:08.275288,True,absolute_error,0.0788146503196945,46,0.126401344856424,20,0.0781139668458429,9,6,RandomForest,188,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1284,678.0,513.0,303.0,,3,0.5,2024-02-16 10:32:11.336888,2024-02-16 10:32:23.377680,0 days 00:00:12.040792,True,absolute_error,0.0099017469815832,48,0.0165282334731422,66,0.092080157885809,19,11,RandomForest,18,False,False,COMPLETE,,
1235,1515.0,,,,535,0.5,2024-02-16 22:39:34.173090,2024-02-16 22:40:00.650140,0 days 00:00:26.477050,False,absolute_error,0.0283661959566512,29,0.5864385463109085,62,0.0529603404797088,15,7,RandomForest,186,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1218,1517.0,,,,537,0.5,2024-02-16 22:40:08.620165,2024-02-16 22:40:16.819938,0 days 00:00:08.199773,True,absolute_error,0.0361556934235276,17,0.0735094329492408,66,0.0900022878931703,14,4,RandomForest,192,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1217,1527.0,,,,547,0.5,2024-02-16 22:43:49.555582,2024-02-16 22:44:33.453708,0 days 00:00:43.898126,True,absolute_error,0.0220396091771937,23,0.2563992323877497,64,0.0844115436073059,12,5,RandomForest,188,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1216,654.0,737.0,,,57,0.5,2024-02-16 17:55:31.651703,2024-02-16 17:55:37.087812,0 days 00:00:05.436109,True,absolute_error,0.056690103762254,11,0.0617621903682506,59,0.073104198631176,13,2,RandomForest,100,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1215,660.0,772.0,,,92,0.5,2024-02-16 17:58:36.165999,2024-02-16 17:58:41.649478,0 days 00:00:05.483479,True,absolute_error,0.0426511779675552,42,0.2261311781653265,23,0.0809179312638778,3,4,RandomForest,106,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1214,661.0,484.0,368.0,,68,0.5,2024-02-16 10:46:24.813274,2024-02-16 10:46:58.273318,0 days 00:00:33.460044,True,absolute_error,0.0186150930321431,29,0.4296216236764503,42,0.0935384585659571,17,15,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1290,674.0,763.0,,,83,0.5,2024-02-16 17:57:45.910843,2024-02-16 17:57:50.531963,0 days 00:00:04.621120,True,absolute_error,0.0455414323154488,39,0.2366233050501948,22,0.0794621495179436,3,3,RandomForest,83,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1264,1129.0,,,,149,0.5,2024-02-16 18:03:56.799363,2024-02-16 18:04:02.126671,0 days 00:00:05.327308,True,absolute_error,0.0742177222389953,35,0.4018605642248171,30,0.0784895635797132,6,2,RandomForest,102,False,False,COMPLETE,,
1263,1086.0,,,,106,0.5,2024-02-16 17:59:54.941420,2024-02-16 18:00:00.277782,0 days 00:00:05.336362,True,absolute_error,0.0579272384704876,27,0.1961054001525953,35,0.0802986002480168,11,14,RandomForest,101,False,False,COMPLETE,,
1262,1089.0,,,,109,0.5,2024-02-16 18:00:10.285275,2024-02-16 18:00:14.817409,0 days 00:00:04.532134,False,absolute_error,0.0722734563362973,38,0.1270460088128318,100,0.065361794743169,3,4,RandomForest,115,False,False,COMPLETE,,
1261,1090.0,,,,110,0.5,2024-02-16 18:00:14.833358,2024-02-16 18:00:19.836318,0 days 00:00:05.002960,True,absolute_error,0.0548293251712108,4,0.069852482842709,45,0.0680666443685553,4,2,RandomForest,95,False,False,COMPLETE,,
1260,1092.0,,,,112,0.5,2024-02-16 18:00:25.124073,2024-02-16 18:00:30.099937,0 days 00:00:04.975864,True,absolute_error,0.0603094512477889,32,0.1236144125378481,31,0.0750087094175926,1,2,RandomForest,91,False,False,COMPLETE,,
1275,1396.0,,,,416,0.5,2024-02-16 22:15:56.359006,2024-02-16 22:16:02.456272,0 days 00:00:06.097266,False,absolute_error,0.0869076160861926,15,0.1834956408492208,49,0.0532830689783042,12,6,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1309,724.0,979.0,,,299,0.5,2024-02-16 18:25:48.811677,2024-02-16 18:26:15.313046,0 days 00:00:26.501369,False,absolute_error,0.0321179071288642,18,0.2858893010774337,55,0.0463657698508934,12,6,RandomForest,183,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1308,725.0,830.0,,,150,0.5,2024-02-16 18:04:02.142872,2024-02-16 18:04:17.285681,0 days 00:00:15.142809,False,absolute_error,0.0326944116683114,38,0.2897593257044369,50,0.060980246583358,10,3,RandomForest,92,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1320,723.0,827.0,,,147,0.5,2024-02-16 18:03:45.238446,2024-02-16 18:03:51.342904,0 days 00:00:06.104458,True,absolute_error,0.0662473192049205,9,0.1367053771266784,15,0.0809745449718377,2,3,RandomForest,122,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1319,680.0,729.0,,,49,0.5,2024-02-16 17:54:49.005125,2024-02-16 17:54:51.699951,0 days 00:00:02.694826,True,absolute_error,0.0732209379603393,20,0.3964367336868189,44,0.0848083349657367,2,4,RandomForest,23,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1039,791.0,780.0,,,100,0.5,2024-02-16 17:59:21.039387,2024-02-16 17:59:28.280570,0 days 00:00:07.241183,True,absolute_error,0.0715373063686614,14,0.2362047741076997,31,0.0850759137628787,6,3,RandomForest,163,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1317,682.0,718.0,,,38,0.5,2024-02-16 17:53:36.747281,2024-02-16 17:53:41.648666,0 days 00:00:04.901385,False,absolute_error,0.0764972426447939,8,0.3351799319110797,10,0.073285173790022,1,10,RandomForest,149,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1239,1479.0,,,,499,0.5,2024-02-16 22:30:27.479178,2024-02-16 22:31:01.872459,0 days 00:00:34.393281,True,absolute_error,0.0309035543027488,21,0.3341385357157317,52,0.0849237213791158,14,4,RandomForest,174,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1267,706.0,467.0,607.0,,307,0.5,2024-02-16 12:06:01.478883,2024-02-16 12:06:21.618309,0 days 00:00:20.139426,False,absolute_error,0.0370509161039137,47,0.1349473695937145,54,0.0539638567043555,13,4,RandomForest,121,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1250,1079.0,,,,99,0.5,2024-02-16 17:59:14.255898,2024-02-16 17:59:21.023029,0 days 00:00:06.767131,True,absolute_error,0.0395003941196615,4,0.2093594600401435,25,0.0792816152972834,2,4,RandomForest,144,False,False,COMPLETE,,
1249,1080.0,,,,100,0.5,2024-02-16 17:59:21.039387,2024-02-16 17:59:28.280570,0 days 00:00:07.241183,True,absolute_error,0.0715373063686614,14,0.2362047741076997,31,0.0850759137628787,6,3,RandomForest,163,False,False,COMPLETE,,
1248,1083.0,,,,103,0.5,2024-02-16 17:59:39.338312,2024-02-16 17:59:44.945495,0 days 00:00:05.607183,True,absolute_error,0.066241159961939,46,0.1097316638382183,18,0.0820963920836477,3,2,RandomForest,111,False,False,COMPLETE,,
1247,657.0,739.0,,,59,0.5,2024-02-16 17:55:41.482281,2024-02-16 17:55:46.724472,0 days 00:00:05.242191,True,absolute_error,0.0651446321358763,12,0.2179183998476744,54,0.0812455965933576,9,17,RandomForest,97,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1246,997.0,,,,17,0.5,2024-02-16 17:50:38.332730,2024-02-16 17:51:13.162670,0 days 00:00:34.829940,True,absolute_error,0.0156119520243016,32,0.6393727503211344,97,0.0750894461422116,13,15,RandomForest,89,False,False,COMPLETE,,
1245,1004.0,,,,24,0.5,2024-02-16 17:51:53.913311,2024-02-16 17:52:01.238096,0 days 00:00:07.324785,True,absolute_error,0.0766620564421432,6,0.0219163980723642,41,0.0677952707541975,9,2,RandomForest,170,False,False,COMPLETE,,
1244,1005.0,,,,25,0.5,2024-02-16 17:52:01.254329,2024-02-16 17:52:07.371434,0 days 00:00:06.117105,True,absolute_error,0.0699253022497141,9,0.2042832638114273,51,0.083933926055834,6,5,RandomForest,123,False,False,COMPLETE,,
1259,988.0,,,,8,0.5,2024-02-16 17:49:14.017254,2024-02-16 17:49:29.601473,0 days 00:00:15.584219,False,absolute_error,0.0203587522669951,24,0.1983489413490254,64,0.0502463133644512,5,2,RandomForest,57,False,False,COMPLETE,,
1242,669.0,759.0,,,79,0.5,2024-02-16 17:57:24.143891,2024-02-16 17:57:29.163214,0 days 00:00:05.019323,False,absolute_error,0.0440964083769832,44,0.0145505023109259,34,0.0647675016926083,6,3,RandomForest,93,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1241,670.0,743.0,,,63,0.5,2024-02-16 17:56:00.292879,2024-02-16 17:56:05.469897,0 days 00:00:05.177018,True,absolute_error,0.0759392935421252,10,0.1150513838244188,38,0.0769300982770054,11,3,RandomForest,96,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1240,671.0,742.0,,,62,0.5,2024-02-16 17:55:54.579930,2024-02-16 17:56:00.276613,0 days 00:00:05.696683,True,absolute_error,0.0929910778467338,26,0.2773386661658386,48,0.0722504458229794,10,4,RandomForest,111,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1316,683.0,720.0,,,40,0.5,2024-02-16 17:53:49.536906,2024-02-16 17:53:55.452743,0 days 00:00:05.915837,False,absolute_error,0.0503862562063606,15,0.1300412287000472,47,0.0856523671661882,9,3,RandomForest,186,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1185,676.0,746.0,,,66,0.5,2024-02-16 17:56:14.878850,2024-02-16 17:56:20.681776,0 days 00:00:05.802926,True,absolute_error,0.0593491930245139,12,0.0858131283189548,14,0.0882635877355567,9,3,RandomForest,114,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1184,708.0,509.0,476.0,,176,0.5,2024-02-16 11:20:15.246259,2024-02-16 11:20:37.947546,0 days 00:00:22.701287,False,absolute_error,0.0165098027753068,50,0.5709796965782338,57,0.0641293102542493,13,10,RandomForest,147,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1183,984.0,,,,4,0.5,2024-02-16 17:48:30.985147,2024-02-16 17:48:36.697004,0 days 00:00:05.711857,False,absolute_error,0.0493520361553312,41,0.2678012311058474,57,0.0472440528410351,3,12,RandomForest,185,False,False,COMPLETE,,
1182,987.0,,,,7,0.5,2024-02-16 17:49:11.096697,2024-02-16 17:49:14.001104,0 days 00:00:02.904407,False,absolute_error,0.054964125898326,37,0.9092523040898024,42,0.0586801199149948,1,6,RandomForest,69,False,False,COMPLETE,,
1181,1063.0,,,,83,0.5,2024-02-16 17:57:45.910843,2024-02-16 17:57:50.531963,0 days 00:00:04.621120,True,absolute_error,0.0455414323154488,39,0.2366233050501948,22,0.0794621495179436,3,3,RandomForest,83,False,False,COMPLETE,,
1180,1065.0,,,,85,0.5,2024-02-16 17:57:56.376574,2024-02-16 17:58:02.660243,0 days 00:00:06.283669,True,absolute_error,0.0797455838996349,29,0.1445975716773944,10,0.0864864183008866,5,4,RandomForest,129,False,False,COMPLETE,,
1195,1095.0,,,,115,0.5,2024-02-16 18:00:41.144621,2024-02-16 18:00:48.900625,0 days 00:00:07.756004,True,absolute_error,0.0630994330322,35,0.0424569763194138,34,0.0775991685208714,9,3,RandomForest,178,False,False,COMPLETE,,
1178,1069.0,,,,89,0.5,2024-02-16 17:58:19.598257,2024-02-16 17:58:24.907317,0 days 00:00:05.309060,True,absolute_error,0.064064660189493,41,0.313828919511378,37,0.0766122102566568,20,3,RandomForest,100,False,False,COMPLETE,,
1177,684.0,514.0,302.0,,2,0.5,2024-02-16 10:31:56.047502,2024-02-16 10:32:11.319568,0 days 00:00:15.272066,True,absolute_error,0.0051536561224784,41,0.816978249093074,36,0.0837855081360371,6,3,RandomForest,86,False,False,COMPLETE,,
1176,685.0,478.0,548.0,,248,0.5,2024-02-16 11:51:22.421583,2024-02-16 11:51:39.817339,0 days 00:00:17.395756,False,absolute_error,0.0345404606677454,47,0.5571001646957078,54,0.0556495867258235,13,3,RandomForest,115,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1175,1049.0,,,,69,0.5,2024-02-16 17:56:32.216576,2024-02-16 17:56:37.051058,0 days 00:00:04.834482,True,absolute_error,0.04930867955008,10,0.1661323801059739,29,0.0742581439656447,5,7,RandomForest,87,False,False,COMPLETE,,
1174,996.0,,,,16,0.5,2024-02-16 17:50:31.097420,2024-02-16 17:50:38.316375,0 days 00:00:07.218955,True,absolute_error,0.0680051684748051,19,0.4567183524509334,68,0.0996917215787634,14,4,RandomForest,160,False,False,COMPLETE,,
1213,662.0,749.0,,,69,0.5,2024-02-16 17:56:32.216576,2024-02-16 17:56:37.051058,0 days 00:00:04.834482,True,absolute_error,0.04930867955008,10,0.1661323801059739,29,0.0742581439656447,5,7,RandomForest,87,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1172,696.0,471.0,627.0,,327,0.5,2024-02-16 12:12:56.306134,2024-02-16 12:13:17.330875,0 days 00:00:21.024741,False,absolute_error,0.019704016057206,45,0.4943375762656552,54,0.0575057278284581,14,5,RandomForest,139,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1187,690.0,940.0,,,260,0.5,2024-02-16 18:19:09.901741,2024-02-16 18:19:15.945170,0 days 00:00:06.043429,False,absolute_error,0.0951159194377122,16,0.2418243234812639,42,0.0751505505461588,15,5,RandomForest,189,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1170,698.0,473.0,234.0,22.0,22,0.5,2024-02-15 23:22:55.258478,2024-02-15 23:23:03.648869,0 days 00:00:08.390391,True,absolute_error,0.0660545385367008,12,0.0152645891558425,82,0.0893496572291741,8,5,RandomForest,199,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
